State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Hindus,Muslims,Christians,Others_Religions,Households_with_Computer,Housholds_with_Electric_Lighting,Urban_Households,Rural_Households,Higher_Education,Graduate_Education,Illiterate_Education,Literate_Education,SC,ST,sex ratio,literacy_rate,Illiterate_rate
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,4828,1905682,228178,1004,85,24178,297559,150357,500452,192240,158936,712584,1536668,360709,41629,95.0,64.0,33.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,19335,3224399,411558,6035,80,54808,408808,307442,584215,154789,177199,1591957,2036941,608024,118924,92.0,55.0,43.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1059,1370977,81553,602,413,13045,132079,59308,305047,69443,67639,668926,840673,354465,324960,86.0,55.0,46.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,12843,1661307,243993,5665,286,36297,339899,311735,203454,118710,167778,588142,1317870,405408,183816,91.0,67.0,30.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,4449,2833443,454487,1912,276,35328,347344,166489,675712,147701,117444,1533137,1910801,699911,10418,95.0,53.0,46.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,4043,1870543,143476,1345,52,19270,326793,139808,512909,71472,67021,983050,1216936,398096,144578,99.0,53.0,48.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1989,1105676,33677,759,68,9222,193276,61054,304622,41063,34286,544517,674367,148168,160809,99.0,54.0,47.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1887,1165505,155681,945,42,14310,140947,71264,282057,57625,70870,586492,759711,278789,285848,90.0,56.0,44.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,5647,2342076,327583,1122,15,28382,339457,178274,527560,200430,181282,967497,1859871,418806,75349,95.0,62.0,36.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,2146,996562,30479,1284,56,10297,134089,69639,238535,30724,27076,577092,497001,201863,292470,94.0,46.0,56.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1908,1243527,153146,754,30,12482,158264,81755,298911,64431,67155,661902,816124,287903,178207,95.0,53.0,47.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,14211,2869976,104307,7406,373,48517,357846,182769,665449,102085,142672,1528671,1535470,188525,1525289,96.0,52.0,50.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,80037,1410852,178807,15792,366,127465,352758,461132,1086,235187,246988,169693,1334283,281422,0,88.0,79.0,10.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1749,708397,7942,37403,42,8371,177502,30322,223955,53934,57524,233438,532701,176230,10722,101.0,64.0,31.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,217368,3751322,439270,358662,1759,355838,1096334,1314125,0,464207,905515,419065,3642032,779667,10061,99.0,81.0,9.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,63273,3044145,211035,190314,237,149920,896325,884957,284795,273098,440520,519919,2504188,535911,28342,100.0,76.0,15.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,15396,2391675,123749,83334,138,50938,598412,260780,497429,186394,227530,634041,1868837,763944,15702,99.0,70.0,24.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,3651,1452956,38304,14089,87,18927,337972,91107,396819,103367,112592,512824,1011099,245392,63044,95.0,61.0,34.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,9155,1879494,105012,169945,138,38677,500057,269724,443818,153100,163050,480681,1595029,452376,8064,100.0,69.0,22.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,18604,2115455,76098,55899,157,58861,595211,432398,411286,155344,215514,608003,1510680,369483,21880,99.0,66.0,27.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,100322,3537399,173785,256762,756,200738,961161,774705,438799,312208,526886,678374,2867809,948081,41210,99.0,75.0,17.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,15673,909872,78590,876299,10,52943,465692,493788,104253,226312,254107,210901,1625788,74249,7282,102.0,83.0,11.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,4915,993666,53292,16483,79,17995,264949,152420,212241,77874,85595,276930,759410,221385,575,102.0,68.0,26.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,34097,2760502,168881,97711,305,95311,754141,592723,417718,250285,363152,449125,2398674,408976,11096,99.0,75.0,15.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,5585,1435072,128617,47579,110,19692,381940,118724,399016,122350,125639,253572,1306690,509767,3756,103.0,75.0,16.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,8960,1673652,32483,16909,199,31581,441044,257127,370357,126468,169206,388418,1200360,345392,57059,99.0,68.0,22.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1507,521658,32702,10301,26,7745,135751,33179,155413,41447,44025,109011,443373,175289,2584,100.0,66.0,19.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,4494,1428784,114194,72850,293,18272,354493,104229,399712,121706,111731,447346,1167183,284804,1283,101.0,69.0,28.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,5172,1047411,208038,91139,36,22379,291400,126761,290478,105978,97405,107292,1186606,249008,1105,98.0,72.0,8.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,20660,3326357,95487,53841,246,63867,835377,597539,572813,242306,296399,955045,2335432,580512,119369,95.0,66.0,27.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,5773,1186078,74310,75481,24,24456,314270,143193,309224,103903,115894,311112,998410,227746,790,100.0,72.0,23.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,13495,2075870,190814,133971,148,42912,555582,274302,479070,178126,222410,461123,1812871,455062,3561,103.0,74.0,19.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,4667,1148990,56751,37574,74,18830,312310,221295,189328,95231,101147,270738,891561,258200,1835,99.0,70.0,22.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,75634,3325823,143093,233633,530,174279,909400,732196,387237,303091,451321,610048,2687680,821646,47243,99.0,75.0,16.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,4416,1132785,96092,33192,64,15535,303114,86848,321331,103908,99082,175564,1067502,430927,3034,102.0,75.0,14.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,6445,2294369,91636,66987,110,27529,549077,147061,563102,174560,158041,672427,1782712,565329,90954,99.0,66.0,27.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,20623,3397857,414760,111390,251,69912,865913,486801,653499,311434,308514,891430,2965827,860212,72955,101.0,70.0,23.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,10219,1822626,47838,67405,75,37357,505950,370942,363782,138306,167506,403246,1450277,399831,2294,101.0,72.0,21.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,273,307120,8256,22940,206,5067,46875,14071,89457,9157,6425,109130,260948,61688,210608,94.0,73.0,29.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,997,507967,105737,44062,70,10310,81601,42184,150437,22720,18419,156840,559122,114968,179426,97.0,75.0,23.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,948,736015,49258,39258,808,10393,133744,44906,219171,31690,26870,188363,691125,140168,344835,96.0,74.0,22.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,6394,1512801,152791,53622,430,36186,314567,217016,289621,88122,85405,279053,1464673,338094,431944,96.0,79.0,16.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,27183,3922718,411313,10076,384,82012,536402,406852,496971,317618,199395,963202,3141380,991325,7255,87.0,61.0,22.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,13634,2904140,729283,7635,91,58336,268120,275942,582117,216997,172585,1352181,2137251,755254,629,88.0,57.0,37.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,24122,5102041,796756,13782,305,85491,391542,265304,983266,502826,428871,1756098,4061896,1309851,7955,90.0,62.0,29.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,2509,1985654,401678,2536,33,27308,99581,65031,501559,172872,194387,813502,1718855,591125,746,98.0,62.0,34.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,2404,1273546,101963,1004,444,14279,65479,58438,255836,101542,79012,276224,1063360,391622,150,86.0,67.0,20.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,6652,3878626,718692,3810,226,47324,183381,80434,891024,312571,158303,1218146,4024458,1171378,9327,102.0,60.0,26.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,2989,917474,364583,1840,25,19999,119121,69991,246055,79475,44164,376700,887221,149060,14,86.0,61.0,29.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2681,2291892,1169330,6400,38,35463,85814,61742,698520,65106,47690,1920966,1381933,509307,11159,89.0,40.0,55.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,4672,3004240,213440,4463,64,42969,119972,64454,564927,323582,200434,1032533,2348254,494698,110114,94.0,61.0,32.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1551,1333242,805975,3228,87,15510,57400,35768,410070,40633,37109,1332817,876131,277212,24887,93.0,40.0,62.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1655,1637549,157612,1367,50,18612,73522,67569,378056,61702,63112,588025,1235531,387855,163,86.0,56.0,33.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,3159,2505444,737106,4857,211,26293,108116,79068,635840,132332,113799,1540841,1760720,864559,610,91.0,52.0,47.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,15164,2830768,1536534,14822,339,56575,272830,362798,631613,172554,146446,1744527,2409592,557150,3227,89.0,49.0,39.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,3423,2082976,364510,3493,99,30244,108101,31065,513960,162961,143642,1021192,1674771,513959,3620,96.0,57.0,41.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,7303,2032081,1585210,6184,41,37341,268353,224648,683875,159528,148185,1308683,2453411,787444,3058,92.0,58.0,36.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,7865,2707195,777407,4088,86,38225,223922,221628,658449,217882,151182,1185318,2184539,725600,198,90.0,58.0,34.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,3492,1727869,215081,2153,1175,20762,99602,50822,344937,135962,88299,543247,1368472,446786,41725,92.0,60.0,28.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,827,955372,34559,693,27,9437,41046,23558,207237,40266,35826,383908,616227,266655,366,88.0,54.0,39.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,4469,2730957,358539,3626,146,36068,150001,67928,597778,277548,194341,1130108,2392325,468663,109894,102.0,60.0,36.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,2635,1611126,146346,2464,18,19712,69591,67752,334246,119665,88607,718310,1048892,281011,140,87.0,59.0,40.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,2964,1457892,113961,1362,94,21506,113098,85483,265643,121283,118571,397708,1211214,388283,169,87.0,67.0,25.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,4746,2094271,365806,3225,185,28625,127754,79288,510378,176303,179996,981915,1670696,555047,931,96.0,59.0,40.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,2624,1596278,276846,3137,100,18733,88081,94843,316647,115069,110391,710960,1277039,312712,230,87.0,58.0,38.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,3385,2274674,350700,2201,47,33501,75263,77733,558807,134445,116445,895178,1738210,651480,340,90.0,57.0,34.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,5834,2140745,314812,3370,61,31797,196080,185621,349747,166249,108627,672115,1673077,473890,2565,88.0,61.0,27.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,53181,1394025,215500,7366,91,87188,257586,338935,170835,194796,101645,342284,1335017,216105,2215,85.0,68.0,21.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,78116,3414427,1186776,19026,265,179552,695130,836316,355407,475439,255949,885070,3545813,773463,3968,88.0,67.0,19.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,5309,3233790,368153,4181,184,50180,105767,61467,700173,334003,186306,1008996,2803884,726641,28712,95.0,61.0,28.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,4313,2739076,678615,4735,57,31811,104084,52794,673578,144067,118176,1620782,1873028,531973,870,92.0,49.0,47.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,14597,4009037,403847,9662,207,65360,296619,189170,761958,316166,273903,1453960,3103910,936061,18172,95.0,61.0,33.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,2521,449412,3711,243,9,7525,104120,15232,196116,64363,35620,72551,376978,109256,3044,110.0,79.0,16.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1196,1010014,91269,814,273,11037,55929,55300,256081,59914,59612,364848,835920,241198,474,86.0,59.0,33.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3845,3508131,556219,5822,98,32065,95508,121064,786613,138583,103523,1481604,2657604,1274505,349,87.0,54.0,36.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,2217,1509708,171581,1148,145,18615,104176,91565,304856,104699,106888,461666,1169557,468178,832,87.0,64.0,27.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,8002,3981502,483750,4947,114,52398,181467,80582,926088,353996,256398,1344789,3531099,990345,4736,102.0,61.0,30.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,8517,1823930,147842,7050,311,40774,183340,195321,309592,99814,92586,483088,1287584,562505,3873,89.0,65.0,24.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,2825,1075440,750368,5952,21,18303,89329,115486,335888,164763,69522,520215,1233732,318001,164,91.0,53.0,28.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,2488,1375788,273967,1263,65,18082,61491,65985,299785,107628,95072,543034,1170752,309980,15,88.0,61.0,33.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,2682,1612968,176327,1300,103,25354,49753,41323,363933,157167,97740,475166,1406418,460544,801,86.0,65.0,26.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1503,1372381,220423,2225,3,15029,43753,30764,349856,89011,45341,670750,905188,555397,193,91.0,51.0,42.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,3486,2928462,620244,5006,133,35931,127331,42775,742324,170911,119625,1550315,2180924,544231,80269,96.0,55.0,43.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1079,1163804,33724,1351,41,9906,77082,43819,258013,32237,34658,509536,674358,240519,71610,91.0,52.0,42.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,68506,3537787,985070,20493,504,152257,582769,717566,344155,378742,639260,1146880,3094625,948294,7506,92.0,68.0,25.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,1316,815142,57454,965,157,11298,42936,48525,198298,33810,37165,403649,526669,220898,647,88.0,56.0,46.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,2642,1746649,100723,1729,38,24451,79022,72783,338475,144516,111696,519493,1406443,368206,478,88.0,64.0,28.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,8726,2310776,216933,3179,126,37596,281239,177802,407488,155937,103102,691359,1571793,506580,1520,86.0,59.0,27.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,2656,1769937,428555,2109,129,26716,149908,99321,352207,209493,150462,659237,1708560,474537,22915,98.0,62.0,30.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,23717,2183255,1185643,10582,236,69473,425624,422303,381520,254337,275076,990312,2302997,624149,3390,89.0,62.0,29.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,4447,2292534,195765,2373,27,24518,145997,77963,465152,177109,140668,868542,1691126,661129,20132,90.0,57.0,35.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,11690,2488265,2248392,13157,382,61846,281758,355518,692398,186311,186489,2097292,2545795,731406,685,91.0,47.0,44.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,10077,2382914,1711453,6495,60,56149,368153,296104,673746,148770,98691,1431537,2673586,561250,317,89.0,58.0,35.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,2870,1449007,489686,3510,45,18097,83006,89638,371752,77602,66129,977839,1086632,333558,1714,89.0,52.0,48.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,716,827293,25597,358,27,5961,71612,24269,209813,21854,19109,488621,402948,60429,550427,98.0,46.0,56.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,5149,2731351,452394,3920,43,34400,140538,41701,711085,238011,197846,1059636,2231374,709252,723,100.0,60.0,33.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,5184,2975998,413243,3634,602,34788,247856,73393,705025,182823,153041,1286726,2178952,1030367,1756,94.0,58.0,38.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,3847,1073890,1181337,9201,63,25960,131112,143217,396775,51703,43839,1235413,1008445,307936,358,91.0,45.0,53.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,9699,1966892,1454052,6523,135,38816,404499,284156,605082,163463,154153,1279517,2090428,764450,980,89.0,60.0,37.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,2031,1300586,404410,1766,35,19729,79525,27179,324972,86528,63506,683053,1126522,369039,1593,97.0,56.0,40.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,3889,2412595,527581,4630,84,27533,115163,134714,520289,96308,87355,1324615,1594486,532673,508,87.0,50.0,44.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,3874,3555450,893725,6579,79,34609,102040,111319,827583,136383,127750,2141696,2347731,1446427,1602,89.0,51.0,48.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,5149,1738769,103567,3963,1907,25220,95582,91040,337048,82614,63846,745126,1092648,421661,385018,92.0,53.0,40.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,5956,3119590,650261,4453,336,44008,233701,49891,839737,188848,176414,1118891,2310783,851587,696,98.0,59.0,29.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,3476,2732016,363453,3574,31,28719,99466,121039,596317,136688,101934,1130103,1915619,948588,2926,91.0,57.0,36.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,19214,3107681,546987,7696,298,57583,336056,316129,438935,351391,281652,906367,2748818,486958,28617,91.0,65.0,25.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,1830,611250,7752,1895,6,9858,109876,21082,260056,53026,37742,109556,495882,150995,1281,114.0,70.0,18.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,435,257509,1440,397,16,3595,47083,3880,96031,20785,10900,49539,199825,72061,1982,109.0,69.0,19.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,899,385818,4395,428,23,5582,71524,22906,163434,32557,27168,61950,293196,79317,12260,102.0,72.0,16.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,548,249563,8693,870,6,3159,37725,12839,85202,18360,15110,62429,188383,47383,1339,98.0,68.0,24.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,1344,475105,6015,1401,30,7932,95421,26256,183687,42086,28375,88036,371448,120378,19535,102.0,71.0,18.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,1366,609835,7374,656,109,7831,117239,27177,227059,58434,30704,133013,436261,102130,875,108.0,66.0,21.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,7883,1104452,372267,6064,159,28053,254802,145253,269406,113661,111062,438598,1120419,238264,123037,92.0,63.0,27.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,602,324859,3554,353,105,4104,52621,9061,112148,24989,18882,83896,213460,80567,3512,96.0,65.0,25.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,4273,3033581,290450,3865,260694,34128,334670,90885,900515,143882,133465,1417787,2241357,1174447,368690,96.0,62.0,39.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,32323,6008472,1599764,21220,44968,141387,1049943,862368,1364868,405935,439823,2196886,5449930,2115719,489447,95.0,68.0,28.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,5210,2181515,1298054,10906,6051,39636,333752,134565,831044,122865,115743,1346802,2200345,1033140,242484,96.0,62.0,38.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,2518,1232850,412788,24794,2786,24318,168069,70077,390949,63286,52345,534394,1155081,482754,275366,96.0,65.0,32.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,10943,1366681,105086,141848,15523,38065,297176,215675,303284,113905,110193,415353,1343837,317275,397389,97.0,71.0,22.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,30751,3535844,1270641,8666,1265,99261,796953,869313,483384,284481,304594,926661,3733165,718951,15094,94.0,74.0,19.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,31725,4574569,870204,7300,49050,118459,965258,647953,992085,333658,380060,1180806,4297751,1344021,229243,96.0,74.0,21.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,9322,3156781,445817,186279,23816,48818,382500,319426,798378,150360,129393,1203423,2626587,1458278,731704,95.0,65.0,31.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,136618,3440290,926414,39758,1452,252644,927602,1308106,0,425245,691804,410988,3436193,241932,10684,91.0,80.0,9.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,5357,1914352,2045151,13209,7929,63525,297716,128678,830318,109719,92207,1960034,2161924,835430,313984,94.0,52.0,49.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,7951,2359061,4707573,18102,7429,79729,541169,350899,1501066,230242,170051,3031841,4346870,897534,91035,96.0,57.0,43.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,12787,3728482,1382682,33835,16893,77210,623729,468390,1081381,236828,209562,1570127,3635454,1546917,140700,95.0,67.0,30.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,3551,2373120,227249,8646,309029,32862,189889,99433,653219,91807,77621,1272799,1664428,567767,540652,96.0,55.0,43.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,2883,1482943,1501170,16702,1622,31210,199307,94269,683981,73395,59457,1431264,1622095,807950,162816,94.0,50.0,48.0
